"signal_desc" "function_var" "activity" "subject" "mean"
"Body on the Z-axis" "Standard Deviation" "SITTING" 15 -0.9563
"Body on the Z-axis" "Standard Deviation" "STANDING" 15 -0.9598
"Body on the Z-axis" "Standard Deviation" "WALKING" 15 -0.5216
"Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 -0.3084
"Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.4326
"Gravity Magnitude" "Mean" "LAYING" 15 -0.9553
"Gravity Magnitude" "Mean" "SITTING" 15 -0.9587
"Gravity Magnitude" "Mean" "STANDING" 15 -0.9612
"Gravity Magnitude" "Mean" "WALKING" 15 -0.1865
"Gravity Magnitude" "Mean" "WALKING_DOWNSTAIRS" 15 0.3204
"Gravity Magnitude" "Mean" "WALKING_UPSTAIRS" 15 -0.001
"Gravity Magnitude" "Standard Deviation" "LAYING" 15 -0.9433
"Gravity Magnitude" "Standard Deviation" "SITTING" 15 -0.938
"Gravity Magnitude" "Standard Deviation" "STANDING" 15 -0.9486
"Gravity Magnitude" "Standard Deviation" "WALKING" 15 -0.3239
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 0.3532
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.1366
"Gravity on the X-axis" "Mean" "LAYING" 15 -0.172
"Gravity on the X-axis" "Mean" "SITTING" 15 0.8904
"Gravity on the X-axis" "Mean" "STANDING" 15 0.9655
"Gravity on the X-axis" "Mean" "WALKING" 15 0.9515
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 15 0.9323
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 15 0.9185
"Gravity on the X-axis" "Standard Deviation" "LAYING" 15 -0.9615
"Gravity on the X-axis" "Standard Deviation" "SITTING" 15 -0.9826
"Gravity on the X-axis" "Standard Deviation" "STANDING" 15 -0.9884
"Gravity on the X-axis" "Standard Deviation" "WALKING" 15 -0.9784
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 -0.9428
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.9526
"Gravity on the Y-axis" "Mean" "LAYING" 15 0.8992
"Gravity on the Y-axis" "Mean" "SITTING" 15 0.2108
"Gravity on the Y-axis" "Mean" "STANDING" 15 -0.1647
"Gravity on the Y-axis" "Mean" "WALKING" 15 -0.2339
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 15 -0.1675
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 15 -0.315
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 15 -0.986
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 15 -0.9436
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 15 -0.9657
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 15 -0.9711
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 -0.9257
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.9276
"Gravity on the Z-axis" "Mean" "LAYING" 15 -0.0369
"Gravity on the Z-axis" "Mean" "SITTING" 15 0.0028
"Gravity on the Z-axis" "Mean" "STANDING" 15 0.0646
"Gravity on the Z-axis" "Mean" "WALKING" 15 0.0757
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 15 0.0789
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 15 0.0812
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 15 -0.9507
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 15 -0.953
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 15 -0.9588
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 15 -0.9581
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 -0.934
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.9216
"Jerk of the Body Magnitude" "Mean" "LAYING" 15 -0.9781
"Jerk of the Body Magnitude" "Mean" "SITTING" 15 -0.9883
"Jerk of the Body Magnitude" "Mean" "STANDING" 15 -0.982
"Jerk of the Body Magnitude" "Mean" "WALKING" 15 -0.4497
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 15 -0.2384
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 15 -0.4933
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 15 -0.9731
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 15 -0.9868
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 15 -0.9805
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 15 -0.4861
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 -0.2117
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.5617
"Jerk of the Body on the X-axis" "Mean" "LAYING" 15 -0.3356
"Jerk of the Body on the X-axis" "Mean" "SITTING" 15 -0.335
"Jerk of the Body on the X-axis" "Mean" "STANDING" 15 -0.3372
"Jerk of the Body on the X-axis" "Mean" "WALKING" 15 -0.1262
"Jerk of the Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 15 0.0283
"Jerk of the Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 15 -0.1029
"Jerk of the Body on the X-axis" "Standard Deviation" "LAYING" 15 -0.9799
"Jerk of the Body on the X-axis" "Standard Deviation" "SITTING" 15 -0.9901
"Jerk of the Body on the X-axis" "Standard Deviation" "STANDING" 15 -0.9813
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING" 15 -0.3562
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 -0.0711
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.3066
"Jerk of the Body on the Y-axis" "Mean" "LAYING" 15 -0.3333
"Jerk of the Body on the Y-axis" "Mean" "SITTING" 15 -0.3423
"Jerk of the Body on the Y-axis" "Mean" "STANDING" 15 -0.3352
"Jerk of the Body on the Y-axis" "Mean" "WALKING" 15 -0.0378
"Jerk of the Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 15 -0.0205
"Jerk of the Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 15 -0.1263
"Jerk of the Body on the Y-axis" "Standard Deviation" "LAYING" 15 -0.9749
"Jerk of the Body on the Y-axis" "Standard Deviation" "SITTING" 15 -0.9827
"Jerk of the Body on the Y-axis" "Standard Deviation" "STANDING" 15 -0.9753
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING" 15 -0.265
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 -0.1888
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.4684
"Jerk of the Body on the Z-axis" "Mean" "LAYING" 15 -0.3472
"Jerk of the Body on the Z-axis" "Mean" "SITTING" 15 -0.3466
"Jerk of the Body on the Z-axis" "Mean" "STANDING" 15 -0.3472
"Jerk of the Body on the Z-axis" "Mean" "WALKING" 15 -0.2331
"Jerk of the Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 15 -0.1298
"Jerk of the Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 15 -0.2655
"Jerk of the Body on the Z-axis" "Standard Deviation" "LAYING" 15 -0.9798
"Jerk of the Body on the Z-axis" "Standard Deviation" "SITTING" 15 -0.9875
"Jerk of the Body on the Z-axis" "Standard Deviation" "STANDING" 15 -0.9844
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING" 15 -0.667
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 15 -0.42
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 15 -0.7299
"Body Magnitude" "Mean" "LAYING" 16 -0.963
"Body Magnitude" "Mean" "SITTING" 16 -0.9552
"Body Magnitude" "Mean" "STANDING" 16 -0.9723
"Body Magnitude" "Mean" "WALKING" 16 -0.4561
"Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 16 -0.1232
"Body Magnitude" "Mean" "WALKING_UPSTAIRS" 16 -0.3859
"Body Magnitude" "Standard Deviation" "LAYING" 16 -0.9585
"Body Magnitude" "Standard Deviation" "SITTING" 16 -0.9401
"Body Magnitude" "Standard Deviation" "STANDING" 16 -0.9605
"Body Magnitude" "Standard Deviation" "WALKING" 16 -0.6125
"Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.2091
"Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.4511
"Body on the X-axis" "Mean" "LAYING" 16 -0.4245
"Body on the X-axis" "Mean" "SITTING" 16 -0.4315
"Body on the X-axis" "Mean" "STANDING" 16 -0.4273
"Body on the X-axis" "Mean" "WALKING" 16 -0.1824
"Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 16 -0.0277
"Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 16 -0.1699
"Body on the X-axis" "Standard Deviation" "LAYING" 16 -0.9749
"Body on the X-axis" "Standard Deviation" "SITTING" 16 -0.9842
"Body on the X-axis" "Standard Deviation" "STANDING" 16 -0.9814
"Body on the X-axis" "Standard Deviation" "WALKING" 16 -0.5354
"Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.1128
"Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.4462
"Body on the Y-axis" "Mean" "LAYING" 16 -0.5175
"Body on the Y-axis" "Mean" "SITTING" 16 -0.499
"Body on the Y-axis" "Mean" "STANDING" 16 -0.5095
"Body on the Y-axis" "Mean" "WALKING" 16 -0.2578
"Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 16 -0.1752
"Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 16 -0.2433
"Body on the Y-axis" "Standard Deviation" "LAYING" 16 -0.9548
"Body on the Y-axis" "Standard Deviation" "SITTING" 16 -0.9535
"Body on the Y-axis" "Standard Deviation" "STANDING" 16 -0.9692
"Body on the Y-axis" "Standard Deviation" "WALKING" 16 -0.4734
"Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.3623
"Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.369
"Body on the Z-axis" "Mean" "LAYING" 16 -0.4928
"Body on the Z-axis" "Mean" "SITTING" 16 -0.4823
"Body on the Z-axis" "Mean" "STANDING" 16 -0.4926
"Body on the Z-axis" "Mean" "WALKING" 16 -0.176
"Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 16 -0.1148
"Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 16 -0.24
"Body on the Z-axis" "Standard Deviation" "LAYING" 16 -0.9746
"Body on the Z-axis" "Standard Deviation" "SITTING" 16 -0.9497
"Body on the Z-axis" "Standard Deviation" "STANDING" 16 -0.967
"Body on the Z-axis" "Standard Deviation" "WALKING" 16 -0.2773
"Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.2481
"Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.244
"Gravity Magnitude" "Mean" "LAYING" 16 -0.9618
"Gravity Magnitude" "Mean" "SITTING" 16 -0.9619
"Gravity Magnitude" "Mean" "STANDING" 16 -0.9699
"Gravity Magnitude" "Mean" "WALKING" 16 -0.2588
"Gravity Magnitude" "Mean" "WALKING_DOWNSTAIRS" 16 0.1911
"Gravity Magnitude" "Mean" "WALKING_UPSTAIRS" 16 -0.234
"Gravity Magnitude" "Standard Deviation" "LAYING" 16 -0.9579
"Gravity Magnitude" "Standard Deviation" "SITTING" 16 -0.9411
"Gravity Magnitude" "Standard Deviation" "STANDING" 16 -0.9573
"Gravity Magnitude" "Standard Deviation" "WALKING" 16 -0.4718
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 0.1192
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.3348
"Gravity on the X-axis" "Mean" "LAYING" 16 -0.2068
"Gravity on the X-axis" "Mean" "SITTING" 16 0.9425
"Gravity on the X-axis" "Mean" "STANDING" 16 0.9416
"Gravity on the X-axis" "Mean" "WALKING" 16 0.926
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 16 0.9178
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 16 0.8269
"Gravity on the X-axis" "Standard Deviation" "LAYING" 16 -0.9638
"Gravity on the X-axis" "Standard Deviation" "SITTING" 16 -0.9802
"Gravity on the X-axis" "Standard Deviation" "STANDING" 16 -0.9854
"Gravity on the X-axis" "Standard Deviation" "WALKING" 16 -0.9825
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.9578
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.9484
"Gravity on the Y-axis" "Mean" "LAYING" 16 -0.0199
"Gravity on the Y-axis" "Mean" "SITTING" 16 -0.0866
"Gravity on the Y-axis" "Mean" "STANDING" 16 -0.0579
"Gravity on the Y-axis" "Mean" "WALKING" 16 -0.0668
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 16 -0.0585
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 16 -0.0806
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 16 -0.9661
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 16 -0.968
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 16 -0.9806
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 16 -0.9738
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.9555
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.9337
"Gravity on the Z-axis" "Mean" "LAYING" 16 0.8939
"Gravity on the Z-axis" "Mean" "SITTING" 16 0.0893
"Gravity on the Z-axis" "Mean" "STANDING" 16 -0.1667
"Gravity on the Z-axis" "Mean" "WALKING" 16 -0.2174
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 16 -0.2254
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 16 -0.3791
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 16 -0.9679
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 16 -0.9458
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 16 -0.9596
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 16 -0.9614
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.9106
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.9076
"Jerk of the Body Magnitude" "Mean" "LAYING" 16 -0.9888
"Jerk of the Body Magnitude" "Mean" "SITTING" 16 -0.9883
"Jerk of the Body Magnitude" "Mean" "STANDING" 16 -0.9899
"Jerk of the Body Magnitude" "Mean" "WALKING" 16 -0.5334
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 16 -0.3553
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 16 -0.6211
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 16 -0.9879
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 16 -0.9854
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 16 -0.9885
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 16 -0.5783
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.3499
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.6589
"Jerk of the Body on the X-axis" "Mean" "LAYING" 16 -0.3375
"Jerk of the Body on the X-axis" "Mean" "SITTING" 16 -0.3378
"Jerk of the Body on the X-axis" "Mean" "STANDING" 16 -0.3392
"Jerk of the Body on the X-axis" "Mean" "WALKING" 16 -0.1584
"Jerk of the Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 16 -0.0562
"Jerk of the Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 16 -0.2036
"Jerk of the Body on the X-axis" "Standard Deviation" "LAYING" 16 -0.9878
"Jerk of the Body on the X-axis" "Standard Deviation" "SITTING" 16 -0.9907
"Jerk of the Body on the X-axis" "Standard Deviation" "STANDING" 16 -0.99
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING" 16 -0.4917
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.2835
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.5888
"Jerk of the Body on the Y-axis" "Mean" "LAYING" 16 -0.3354
"Jerk of the Body on the Y-axis" "Mean" "SITTING" 16 -0.339
"Jerk of the Body on the Y-axis" "Mean" "STANDING" 16 -0.3376
"Jerk of the Body on the Y-axis" "Mean" "WALKING" 16 -0.1627
"Jerk of the Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 16 -0.1205
"Jerk of the Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 16 -0.1603
"Jerk of the Body on the Y-axis" "Standard Deviation" "LAYING" 16 -0.9867
"Jerk of the Body on the Y-axis" "Standard Deviation" "SITTING" 16 -0.9852
"Jerk of the Body on the Y-axis" "Standard Deviation" "STANDING" 16 -0.9865
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING" 16 -0.5238
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.3755
"Jerk of the Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.5392
"Jerk of the Body on the Z-axis" "Mean" "LAYING" 16 -0.3483
"Jerk of the Body on the Z-axis" "Mean" "SITTING" 16 -0.3505
"Jerk of the Body on the Z-axis" "Mean" "STANDING" 16 -0.3484
"Jerk of the Body on the Z-axis" "Mean" "WALKING" 16 -0.1573
"Jerk of the Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 16 -0.1108
"Jerk of the Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 16 -0.1875
"Jerk of the Body on the Z-axis" "Standard Deviation" "LAYING" 16 -0.9902
"Jerk of the Body on the Z-axis" "Standard Deviation" "SITTING" 16 -0.9854
"Jerk of the Body on the Z-axis" "Standard Deviation" "STANDING" 16 -0.9898
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING" 16 -0.4894
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 16 -0.4027
"Jerk of the Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 16 -0.6435
"Body Magnitude" "Mean" "LAYING" 17 -0.961
"Body Magnitude" "Mean" "SITTING" 17 -0.9742
"Body Magnitude" "Mean" "STANDING" 17 -0.9803
"Body Magnitude" "Mean" "WALKING" 17 -0.3585
"Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 17 -0.1088
"Body Magnitude" "Mean" "WALKING_UPSTAIRS" 17 -0.2256
"Body Magnitude" "Standard Deviation" "LAYING" 17 -0.9542
"Body Magnitude" "Standard Deviation" "SITTING" 17 -0.9701
"Body Magnitude" "Standard Deviation" "STANDING" 17 -0.9765
"Body Magnitude" "Standard Deviation" "WALKING" 17 -0.5412
"Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.188
"Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.3144
"Body on the X-axis" "Mean" "LAYING" 17 -0.425
"Body on the X-axis" "Mean" "SITTING" 17 -0.4369
"Body on the X-axis" "Mean" "STANDING" 17 -0.4302
"Body on the X-axis" "Mean" "WALKING" 17 -0.1264
"Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 17 0.0057
"Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 17 -0.0834
"Body on the X-axis" "Standard Deviation" "LAYING" 17 -0.9746
"Body on the X-axis" "Standard Deviation" "SITTING" 17 -0.9922
"Body on the X-axis" "Standard Deviation" "STANDING" 17 -0.9864
"Body on the X-axis" "Standard Deviation" "WALKING" 17 -0.4022
"Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.0792
"Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.2799
"Body on the Y-axis" "Mean" "LAYING" 17 -0.5099
"Body on the Y-axis" "Mean" "SITTING" 17 -0.51
"Body on the Y-axis" "Mean" "STANDING" 17 -0.514
"Body on the Y-axis" "Mean" "WALKING" 17 -0.1644
"Body on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 17 -0.1804
"Body on the Y-axis" "Mean" "WALKING_UPSTAIRS" 17 -0.1792
"Body on the Y-axis" "Standard Deviation" "LAYING" 17 -0.9574
"Body on the Y-axis" "Standard Deviation" "SITTING" 17 -0.9731
"Body on the Y-axis" "Standard Deviation" "STANDING" 17 -0.9759
"Body on the Y-axis" "Standard Deviation" "WALKING" 17 -0.2418
"Body on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.2689
"Body on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.2532
"Body on the Z-axis" "Mean" "LAYING" 17 -0.4843
"Body on the Z-axis" "Mean" "SITTING" 17 -0.496
"Body on the Z-axis" "Mean" "STANDING" 17 -0.4974
"Body on the Z-axis" "Mean" "WALKING" 17 -0.2039
"Body on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 17 -0.1986
"Body on the Z-axis" "Mean" "WALKING_UPSTAIRS" 17 -0.1973
"Body on the Z-axis" "Standard Deviation" "LAYING" 17 -0.9645
"Body on the Z-axis" "Standard Deviation" "SITTING" 17 -0.9723
"Body on the Z-axis" "Standard Deviation" "STANDING" 17 -0.9774
"Body on the Z-axis" "Standard Deviation" "WALKING" 17 -0.3383
"Body on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.3715
"Body on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.2368
"Gravity Magnitude" "Mean" "LAYING" 17 -0.953
"Gravity Magnitude" "Mean" "SITTING" 17 -0.9727
"Gravity Magnitude" "Mean" "STANDING" 17 -0.9776
"Gravity Magnitude" "Mean" "WALKING" 17 -0.1512
"Gravity Magnitude" "Mean" "WALKING_DOWNSTAIRS" 17 0.149
"Gravity Magnitude" "Mean" "WALKING_UPSTAIRS" 17 -0.0128
"Gravity Magnitude" "Standard Deviation" "LAYING" 17 -0.9483
"Gravity Magnitude" "Standard Deviation" "SITTING" 17 -0.9651
"Gravity Magnitude" "Standard Deviation" "STANDING" 17 -0.9754
"Gravity Magnitude" "Standard Deviation" "WALKING" 17 -0.4618
"Gravity Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 0.0914
"Gravity Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.1029
"Gravity on the X-axis" "Mean" "LAYING" 17 -0.1991
"Gravity on the X-axis" "Mean" "SITTING" 17 0.9449
"Gravity on the X-axis" "Mean" "STANDING" 17 0.9047
"Gravity on the X-axis" "Mean" "WALKING" 17 0.9281
"Gravity on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 17 0.9288
"Gravity on the X-axis" "Mean" "WALKING_UPSTAIRS" 17 0.8535
"Gravity on the X-axis" "Standard Deviation" "LAYING" 17 -0.9611
"Gravity on the X-axis" "Standard Deviation" "SITTING" 17 -0.9902
"Gravity on the X-axis" "Standard Deviation" "STANDING" 17 -0.9858
"Gravity on the X-axis" "Standard Deviation" "WALKING" 17 -0.981
"Gravity on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.95
"Gravity on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.9495
"Gravity on the Y-axis" "Mean" "LAYING" 17 0.6588
"Gravity on the Y-axis" "Mean" "SITTING" 17 -0.0028
"Gravity on the Y-axis" "Mean" "STANDING" 17 -0.2575
"Gravity on the Y-axis" "Mean" "WALKING" 17 -0.1799
"Gravity on the Y-axis" "Mean" "WALKING_DOWNSTAIRS" 17 -0.1511
"Gravity on the Y-axis" "Mean" "WALKING_UPSTAIRS" 17 -0.2842
"Gravity on the Y-axis" "Standard Deviation" "LAYING" 17 -0.9615
"Gravity on the Y-axis" "Standard Deviation" "SITTING" 17 -0.9667
"Gravity on the Y-axis" "Standard Deviation" "STANDING" 17 -0.9758
"Gravity on the Y-axis" "Standard Deviation" "WALKING" 17 -0.9686
"Gravity on the Y-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.9466
"Gravity on the Y-axis" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.916
"Gravity on the Z-axis" "Mean" "LAYING" 17 0.7227
"Gravity on the Z-axis" "Mean" "SITTING" 17 -0.1358
"Gravity on the Z-axis" "Mean" "STANDING" 17 -0.2027
"Gravity on the Z-axis" "Mean" "WALKING" 17 -0.1903
"Gravity on the Z-axis" "Mean" "WALKING_DOWNSTAIRS" 17 -0.161
"Gravity on the Z-axis" "Mean" "WALKING_UPSTAIRS" 17 -0.2982
"Gravity on the Z-axis" "Standard Deviation" "LAYING" 17 -0.9572
"Gravity on the Z-axis" "Standard Deviation" "SITTING" 17 -0.9566
"Gravity on the Z-axis" "Standard Deviation" "STANDING" 17 -0.9692
"Gravity on the Z-axis" "Standard Deviation" "WALKING" 17 -0.9569
"Gravity on the Z-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.9011
"Gravity on the Z-axis" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.9302
"Jerk of the Body Magnitude" "Mean" "LAYING" 17 -0.9824
"Jerk of the Body Magnitude" "Mean" "SITTING" 17 -0.9939
"Jerk of the Body Magnitude" "Mean" "STANDING" 17 -0.9921
"Jerk of the Body Magnitude" "Mean" "WALKING" 17 -0.4342
"Jerk of the Body Magnitude" "Mean" "WALKING_DOWNSTAIRS" 17 -0.382
"Jerk of the Body Magnitude" "Mean" "WALKING_UPSTAIRS" 17 -0.506
"Jerk of the Body Magnitude" "Standard Deviation" "LAYING" 17 -0.981
"Jerk of the Body Magnitude" "Standard Deviation" "SITTING" 17 -0.9925
"Jerk of the Body Magnitude" "Standard Deviation" "STANDING" 17 -0.9911
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING" 17 -0.3867
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.4197
"Jerk of the Body Magnitude" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.5587
"Jerk of the Body on the X-axis" "Mean" "LAYING" 17 -0.3352
"Jerk of the Body on the X-axis" "Mean" "SITTING" 17 -0.3379
"Jerk of the Body on the X-axis" "Mean" "STANDING" 17 -0.3398
"Jerk of the Body on the X-axis" "Mean" "WALKING" 17 -0.152
"Jerk of the Body on the X-axis" "Mean" "WALKING_DOWNSTAIRS" 17 -0.0682
"Jerk of the Body on the X-axis" "Mean" "WALKING_UPSTAIRS" 17 -0.142
"Jerk of the Body on the X-axis" "Standard Deviation" "LAYING" 17 -0.9818
"Jerk of the Body on the X-axis" "Standard Deviation" "SITTING" 17 -0.9947
"Jerk of the Body on the X-axis" "Standard Deviation" "STANDING" 17 -0.9914
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING" 17 -0.3769
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_DOWNSTAIRS" 17 -0.234
"Jerk of the Body on the X-axis" "Standard Deviation" "WALKING_UPSTAIRS" 17 -0.3953
"Jerk of the Body on the Y-axis" "Mean" "LAYING" 17 -0.3354
